Kiffisia;KAT;0.6922288102617591
Kiffisia;Maroussi;1.3648361954318038
Kiffisia;Neratziotissa;2.553249588809248
Kiffisia;Irini;3.1288712204940694
Kiffisia;Iraklio;4.100139927594961
Kiffisia;Nea Ionia;5.061526396547706
Kiffisia;Pefkakia;5.595698942074782
Kiffisia;Perissos;6.158255616936876
Kiffisia;Ano Patissia;7.136620893523689
Kiffisia;Aghios Eleftherios;7.577902937450838
Kiffisia;Kato Patissia;8.155746132404342
Kiffisia;Aghios Nikolaos;8.438814838034517
Kiffisia;Attiki;9.114816075596506
Kiffisia;Victoria;8.958555206722018
Kiffisia;Omonia;9.528960195314443
Kiffisia;Monastiraki;10.154728394437655
Kiffisia;Thissio;10.402099320971484
Kiffisia;Petralona;11.518046060970375
Kiffisia;Tavros;12.191061145768039
Kiffisia;Kallithea;12.67613742834055
Kiffisia;Moschato;14.033732176025808
Kiffisia;Faliro;15.459058198878758
Kiffisia;Piraeus;16.77261001956474
Kiffisia;Aghios Antonios;10.413964051976484
Kiffisia;Sepolia;9.58717109115466
Kiffisia;Larissa Station;9.577850885578398
Kiffisia;Metaxourghio;9.864140336511898
Kiffisia;Panepistimio;9.481830304295723
Kiffisia;Syntagma;9.66814798170726
Kiffisia;Akropoli;9.66814798170726
Kiffisia;Sygrou-Fix;10.778217259852031
Kiffisia;Neos Kosmos;11.078603856145065
Kiffisia;Aghios Ioannis;10.840892858765317
Kiffisia;Dafni;11.184831465990763
Kiffisia;Aghios Dimitrios;11.582042455209827
Kiffisia;Egaleo;12.246542817334415
Kiffisia;Eleonas;11.590166739820946
Kiffisia;Kerameikos;10.86215669772938
Kiffisia;Evangelismos;9.050119148752678
Kiffisia;Megaro Moussikis;8.55265314457915
Kiffisia;Ambelokipi;7.849019435874496
Kiffisia;Panormou;7.186473691281258
Kiffisia;Katehaki;6.696695930714397
Kiffisia;Ethniki Amyna;5.910998551345837
Kiffisia;Holargos;5.38746101037762
Kiffisia;Nomismatokopio;4.907159586493265
Kiffisia;Aghia Paraskevi;4.312220051581397
Kiffisia;Halandri;4.112188379120261
Kiffisia;Doukissis Plakentias;4.313573957360838
Kiffisia;Pallini;7.26644662796133
Kiffisia;Paiania - Kantza;8.541727069971659
Kiffisia;Koropi;14.24182745066979
Kiffisia;Airport;15.435191984762408
KAT;Kiffisia;0.6922288102617591
KAT;Maroussi;0.7477903622212567
KAT;Neratziotissa;1.8611122937867475
KAT;Irini;2.455898827404431
KAT;Iraklio;3.5050653500872806
KAT;Nea Ionia;4.475067187737297
KAT;Pefkakia;5.001529992737585
KAT;Perissos;5.559871877097399
KAT;Ano Patissia;6.525352652441837
KAT;Aghios Eleftherios;6.96357475475716
KAT;Kato Patissia;7.52506747034911
KAT;Aghios Nikolaos;7.799897520817752
KAT;Attiki;8.469501188013151
KAT;Victoria;8.293498310717519
KAT;Omonia;8.85604371089237
KAT;Monastiraki;9.477826666901997
KAT;Thissio;9.73036238820819
KAT;Petralona;10.849974122762958
KAT;Tavros;11.523138324162204
KAT;Kallithea;12.011631780243414
KAT;Moschato;13.38008587668629
KAT;Faliro;14.808082724887848
KAT;Piraeus;16.142828522223187
KAT;Aghios Antonios;9.817726521820822
KAT;Sepolia;8.961413198317327
KAT;Larissa Station;8.923309484779066
KAT;Metaxourghio;9.202115688558985
KAT;Panepistimio;8.801661038964909
KAT;Syntagma;8.982597914082291
KAT;Akropoli;8.982597914082291
KAT;Sygrou-Fix;10.093426322093382
KAT;Neos Kosmos;10.390218583869107
KAT;Aghios Ioannis;10.149953460451728
KAT;Dafni;10.492685554859486
KAT;Aghios Dimitrios;10.890247156463424
KAT;Egaleo;11.64186885985108
KAT;Eleonas;10.963609269628554
KAT;Kerameikos;10.201925767167944
KAT;Evangelismos;8.359300861629874
KAT;Megaro Moussikis;7.860720139521055
KAT;Ambelokipi;7.157209050505852
KAT;Panormou;6.4942559050859305
KAT;Katehaki;6.011067979965004
KAT;Ethniki Amyna;5.237506043071339
KAT;Holargos;4.738134999622835
KAT;Nomismatokopio;4.3113401473489015
KAT;Aghia Paraskevi;3.770034334942955
KAT;Halandri;3.6686510381892066
KAT;Doukissis Plakentias;4.026753855905788
KAT;Pallini;7.128203644563576
KAT;Paiania - Kantza;8.309527494670492
KAT;Koropi;13.930511464996458
KAT;Airport;15.312914616080697
Maroussi;Kiffisia;1.3648361954318038
Maroussi;KAT;0.7477903622212567
Maroussi;Neratziotissa;1.3322097135159734
Maroussi;Irini;2.0873181801858416
Maroussi;Iraklio;3.333761001466993
Maroussi;Nea Ionia;4.297930848565456
Maroussi;Pefkakia;4.798375835868524
Maroussi;Perissos;5.33965263168041
Maroussi;Ano Patissia;6.266109719320403
Maroussi;Aghios Eleftherios;6.693741378521862
Maroussi;Kato Patissia;7.211919377732986
Maroussi;Aghios Nikolaos;7.4638414232387325
Maroussi;Attiki;8.11286486572443
Maroussi;Victoria;7.876979753917804
Maroussi;Omonia;8.408794146629248
Maroussi;Monastiraki;9.012547818650676
Maroussi;Thissio;9.285254839560318
Maroussi;Petralona;10.415703444856312
Maroussi;Tavros;11.088060611473301
Maroussi;Kallithea;11.587319549521906
Maroussi;Moschato;12.987088424953516
Maroussi;Faliro;14.420677952835296
Maroussi;Piraeus;15.808502400282652
Maroussi;Aghios Antonios;9.572301308306796
Maroussi;Sepolia;8.653249179840355
Maroussi;Larissa Station;8.538234309092982
Maroussi;Metaxourghio;8.792630545994472
Maroussi;Panepistimio;8.323392878889093
Maroussi;Syntagma;8.475132037033195
Maroussi;Akropoli;8.475132037033195
Maroussi;Sygrou-Fix;9.588179450889655
Maroussi;Neos Kosmos;9.860847190598973
Maroussi;Aghios Ioannis;9.59665020392776
Maroussi;Dafni;9.915275534683367
Maroussi;Aghios Dimitrios;10.28766763872341
Maroussi;Egaleo;11.372625689023124
Maroussi;Eleonas;10.646649295323112
Maroussi;Kerameikos;9.79536506061948
Maroussi;Evangelismos;7.810611634007835
Maroussi;Megaro Moussikis;7.294491274453892
Maroussi;Ambelokipi;6.595631740435698
Maroussi;Panormou;5.919059191014679
Maroussi;Katehaki;5.368298254194821
Maroussi;Ethniki Amyna;4.558601336833978
Maroussi;Holargos;4.022667953169501
Maroussi;Nomismatokopio;3.5661582495656314
Maroussi;Aghia Paraskevi;3.024969977453057
Maroussi;Halandri;2.96146160430363
Maroussi;Doukissis Plakentias;3.421501450414019
Maroussi;Pallini;6.610467047370781
Maroussi;Paiania - Kantza;7.712266337365493
Maroussi;Koropi;13.270553724333944
Maroussi;Airport;14.782975007173471
Neratziotissa;Kiffisia;2.553249588809248
Neratziotissa;KAT;1.8611122937867475
Neratziotissa;Maroussi;1.3322097135159734
Neratziotissa;Irini;0.8522637203750596
Neratziotissa;Iraklio;2.238089944753367
Neratziotissa;Nea Ionia;3.1501001229282237
Neratziotissa;Pefkakia;3.61022737267123
Neratziotissa;Perissos;4.125980643427205
Neratziotissa;Ano Patissia;5.011027946123643
Neratziotissa;Aghios Eleftherios;5.4283607122240785
Neratziotissa;Kato Patissia;5.9180502569841815
Neratziotissa;Aghios Nikolaos;6.158087795930358
Neratziotissa;Attiki;6.797553065634639
Neratziotissa;Victoria;6.546858637335495
Neratziotissa;Omonia;7.076591774727117
Neratziotissa;Monastiraki;7.681384193335356
Neratziotissa;Thissio;7.953050682246412
Neratziotissa;Petralona;9.083607209815307
Neratziotissa;Tavros;9.755913570424688
Neratziotissa;Kallithea;10.255613066912336
Neratziotissa;Moschato;11.65892458092198
Neratziotissa;Faliro;13.093201713687378
Neratziotissa;Piraeus;14.49496420486419
Neratziotissa;Aghios Antonios;8.311288568475117
Neratziotissa;Sepolia;7.357933801472142
Neratziotissa;Larissa Station;7.213761755381817
Neratziotissa;Metaxourghio;7.46311483513623
Neratziotissa;Panepistimio;6.993758000766913
Neratziotissa;Syntagma;7.152652178576103
Neratziotissa;Akropoli;7.152652178576103
Neratziotissa;Sygrou-Fix;8.265412707237429
Neratziotissa;Neos Kosmos;8.547611846835645
Neratziotissa;Aghios Ioannis;8.296521021700332
Neratziotissa;Dafni;8.632960698458666
Neratziotissa;Aghios Dimitrios;9.02947675870255
Neratziotissa;Egaleo;10.092980259194734
Neratziotissa;Eleonas;9.343777677497789
Neratziotissa;Kerameikos;8.46591036485316
Neratziotissa;Evangelismos;6.506925105489377
Neratziotissa;Megaro Moussikis;6.0025988887587785
Neratziotissa;Ambelokipi;5.299962365057663
Neratziotissa;Panormou;4.63395761208666
Neratziotissa;Katehaki;4.171569640257793
Neratziotissa;Ethniki Amyna;3.450911294571711
Neratziotissa;Holargos;3.0665855355015177
Neratziotissa;Nomismatokopio;2.899844161240486
Neratziotissa;Aghia Paraskevi;2.6472791809448593
Neratziotissa;Halandri;2.9534833492677497
Neratziotissa;Doukissis Plakentias;3.7773085498033856
Neratziotissa;Pallini;7.050854547301455
Neratziotissa;Paiania - Kantza;7.919579592722976
Neratziotissa;Koropi;13.203917425328285
Neratziotissa;Airport;15.101590086493923
Irini;Kiffisia;3.1288712204940694
Irini;KAT;2.455898827404431
Irini;Maroussi;2.0873181801858416
Irini;Neratziotissa;0.8522637203750596
Irini;Iraklio;1.3999798122983604
Irini;Nea Ionia;2.2980119813766327
Irini;Pefkakia;2.76048493596782
Irini;Perissos;3.2823346209165942
Irini;Ano Patissia;4.185758030696657
Irini;Aghios Eleftherios;4.609885009666198
Irini;Kato Patissia;5.1251963510705965
Irini;Aghios Nikolaos;5.38113886431809
Irini;Attiki;6.037344713693219
Irini;Victoria;5.838691986181165
Irini;Omonia;6.400943021328131
Irini;Monastiraki;7.025922426056317
Irini;Thissio;7.274836460180873
Irini;Petralona;8.39412774214427
Irini;Tavros;9.067297929022963
Irini;Kallithea;9.55665880414956
Irini;Moschato;10.932962504994807
Irini;Faliro;12.363416134450945
Irini;Piraeus;13.728326400430184
Irini;Aghios Antonios;7.49108319907125
Irini;Sepolia;6.566501376025406
Irini;Larissa Station;6.477301873104956
Irini;Metaxourghio;6.748875983276988
Irini;Panepistimio;6.354911330400752
Irini;Syntagma;6.552258341737434
Irini;Akropoli;6.552258341737434
Irini;Sygrou-Fix;7.659228099314285
Irini;Neos Kosmos;7.974563118733091
Irini;Aghios Ioannis;7.761172160996674
Irini;Dafni;8.13700404421862
Irini;Aghios Dimitrios;8.578462216690044
Irini;Egaleo;9.286276324157624
Irini;Eleonas;8.561488080409228
Irini;Kerameikos;7.749725513662257
Irini;Evangelismos;5.973006613471519
Irini;Megaro Moussikis;5.503715940858272
Irini;Ambelokipi;4.799617123202175
Irini;Panormou;4.170468744108763
Irini;Katehaki;3.889222390569435
